Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,681521.07
Extraction Timestamp,20250727_225332
Monthly Income,"12,000.00"
Total Investment Amount,"2,311,838.77"
Total Investment Final Value,"7,680,706.05"
Total Investment Profit After Tax,"2,999,698.81"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"7,315.79"
Weighted Cost (should be ~0),-0.88
Weighted Investment Profit,"1,008,160.34"
Weighted Calculation Converged,Yes
