Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),336
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,1044166.32
Extraction Timestamp,20250728_105817
Monthly Income,"12,000.00"
Total Investment Amount,"1,419,708.73"
Total Investment Final Value,"4,366,496.16"
Total Investment Profit After Tax,"1,626,825.42"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"10,238.46"
Weighted Cost (should be ~0),0.20
Weighted Investment Profit,"1,612,291.47"
Weighted Calculation Converged,Yes
