Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),324
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,561552.85
Extraction Timestamp,20250727_153727
Monthly Income,"12,000.00"
Total Investment Amount,"2,038,081.10"
Total Investment Final Value,"5,929,454.28"
Total Investment Profit After Tax,"2,127,689.34"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"7,129.80"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"849,919.20"
Weighted Calculation Converged,Yes
