Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),132
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,313181.24
Extraction Timestamp,20250727_185606
Monthly Income,"12,000.00"
Total Investment Amount,"70,915.84"
Total Investment Final Value,"95,366.09"
Total Investment Profit After Tax,"11,561.34"
Effective Annual Return After Tax,2.35%
Weighted Monthly Payment (30 years),"9,257.74"
Weighted Cost (should be ~0),0.24
Weighted Investment Profit,"513,084.41"
Weighted Calculation Converged,Yes
