Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),240
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,267549.72
Extraction Timestamp,20250727_193218
Monthly Income,"12,000.00"
Total Investment Amount,"1,079,128.58"
Total Investment Final Value,"2,558,902.43"
Total Investment Profit After Tax,"772,729.23"
Effective Annual Return After Tax,3.86%
Weighted Monthly Payment (30 years),"7,782.82"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"800,871.67"
Weighted Calculation Converged,Yes
