Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),300
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,619390.65
Extraction Timestamp,20250727_184529
Monthly Income,"12,000.00"
Total Investment Amount,"1,310,250.86"
Total Investment Final Value,"3,844,357.96"
Total Investment Profit After Tax,"1,376,117.50"
Effective Annual Return After Tax,3.87%
Weighted Monthly Payment (30 years),"9,000.35"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"1,289,749.75"
Weighted Calculation Converged,Yes
