Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),132
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,124292.61
Extraction Timestamp,20250727_180901
Monthly Income,"12,000.00"
Total Investment Amount,"273,733.40"
Total Investment Final Value,"429,408.01"
Total Investment Profit After Tax,"75,027.61"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"7,725.94"
Weighted Cost (should be ~0),-0.01
Weighted Investment Profit,"310,266.59"
Weighted Calculation Converged,Yes
