Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),336
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,996704.21
Extraction Timestamp,20250727_174209
Monthly Income,"12,000.00"
Total Investment Amount,"1,467,170.83"
Total Investment Final Value,"4,543,697.50"
Total Investment Profit After Tax,"1,699,111.46"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"9,987.90"
Weighted Cost (should be ~0),0.91
Weighted Investment Profit,"1,564,830.07"
Weighted Calculation Converged,Yes
