Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),180
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,422701.51
Extraction Timestamp,20250727_173246
Monthly Income,"12,000.00"
Total Investment Amount,"551,650.18"
Total Investment Final Value,"924,242.31"
Total Investment Profit After Tax,"184,131.79"
Effective Annual Return After Tax,3.03%
Weighted Monthly Payment (30 years),"8,634.44"
Weighted Cost (should be ~0),0.34
Weighted Investment Profit,"608,350.16"
Weighted Calculation Converged,Yes
