Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),204
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,237118.67
Extraction Timestamp,20250727_175826
Monthly Income,"12,000.00"
Total Investment Amount,"843,102.74"
Total Investment Final Value,"1,702,563.86"
Total Investment Profit After Tax,"436,723.33"
Effective Annual Return After Tax,3.67%
Weighted Monthly Payment (30 years),"7,656.10"
Weighted Cost (should be ~0),0.32
Weighted Investment Profit,"604,897.57"
Weighted Calculation Converged,Yes
