Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),204
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,439552.83
Extraction Timestamp,20250727_232353
Monthly Income,"12,000.00"
Total Investment Amount,"678,369.96"
Total Investment Final Value,"1,308,523.40"
Total Investment Profit After Tax,"319,005.09"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"8,782.57"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"769,629.45"
Weighted Calculation Converged,Yes
