Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,618221.53
Extraction Timestamp,20250727_182339
Monthly Income,"12,000.00"
Total Investment Amount,"1,154,351.21"
Total Investment Final Value,"2,294,712.03"
Total Investment Profit After Tax,"585,285.03"
Effective Annual Return After Tax,3.04%
Weighted Monthly Payment (30 years),"8,334.39"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"725,648.42"
Weighted Calculation Converged,Yes
