Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),144
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,165449.24
Extraction Timestamp,20250728_084920
Monthly Income,"12,000.00"
Total Investment Amount,"417,221.86"
Total Investment Final Value,"655,273.75"
Total Investment Profit After Tax,"115,300.44"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"7,485.37"
Weighted Cost (should be ~0),0.86
Weighted Investment Profit,"310,778.99"
Weighted Calculation Converged,Yes
