Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),168
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,382118.64
Extraction Timestamp,20250727_195502
Monthly Income,"12,000.00"
Total Investment Amount,"312,221.98"
Total Investment Final Value,"542,683.24"
Total Investment Profit After Tax,"113,963.85"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"9,324.36"
Weighted Cost (should be ~0),-0.24
Weighted Investment Profit,"703,777.78"
Weighted Calculation Converged,Yes
