Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),120
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,214537.31
Extraction Timestamp,20250727_191315
Monthly Income,"12,000.00"
Total Investment Amount,"129,065.49"
Total Investment Final Value,"170,435.08"
Total Investment Profit After Tax,"19,394.36"
Effective Annual Return After Tax,2.42%
Weighted Monthly Payment (30 years),"8,222.34"
Weighted Cost (should be ~0),-0.17
Weighted Investment Profit,"310,934.33"
Weighted Calculation Converged,Yes
