Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),180
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,180
Total Mortgage Interest,359354.68
Extraction Timestamp,20250729_024458
Monthly Income,"12,000.00"
Total Investment Amount,"666,055.55"
Total Investment Final Value,"1,230,443.37"
Total Investment Profit After Tax,"281,755.90"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"7,593.51"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"493,944.40"
Weighted Calculation Converged,Yes
