Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),180
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,375093.76
Extraction Timestamp,20250727_195546
Monthly Income,"12,000.00"
Total Investment Amount,"520,794.45"
Total Investment Final Value,"913,786.08"
Total Investment Profit After Tax,"195,306.52"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"8,663.63"
Weighted Cost (should be ~0),0.35
Weighted Investment Profit,"639,205.90"
Weighted Calculation Converged,Yes
