Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),324
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,559025.81
Extraction Timestamp,20250727_180709
Monthly Income,"12,000.00"
Total Investment Amount,"1,899,848.34"
Total Investment Final Value,"5,701,144.07"
Total Investment Profit After Tax,"2,084,053.08"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"7,509.05"
Weighted Cost (should be ~0),-0.47
Weighted Investment Profit,"988,151.18"
Weighted Calculation Converged,Yes
