Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),312
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,637825.70
Extraction Timestamp,20250727_223736
Monthly Income,"12,000.00"
Total Investment Amount,"1,756,012.12"
Total Investment Final Value,"4,896,114.98"
Total Investment Profit After Tax,"1,704,802.79"
Effective Annual Return After Tax,3.53%
Weighted Monthly Payment (30 years),"7,929.98"
Weighted Cost (should be ~0),-0.18
Weighted Investment Profit,"987,987.69"
Weighted Calculation Converged,Yes
