Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),276
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,541945.18
Extraction Timestamp,20250727_194153
Monthly Income,"12,000.00"
Total Investment Amount,"1,499,533.09"
Total Investment Final Value,"3,629,516.88"
Total Investment Profit After Tax,"1,128,868.59"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"7,766.02"
Weighted Cost (should be ~0),-0.81
Weighted Investment Profit,"812,466.09"
Weighted Calculation Converged,Yes
