Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),144
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,174529.07
Extraction Timestamp,20250727_181255
Monthly Income,"12,000.00"
Total Investment Amount,"477,388.87"
Total Investment Final Value,"730,441.00"
Total Investment Profit After Tax,"122,171.38"
Effective Annual Return After Tax,3.11%
Weighted Monthly Payment (30 years),"7,162.59"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"250,611.00"
Weighted Calculation Converged,Yes
