Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),276
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,444113.06
Extraction Timestamp,20250727_230145
Monthly Income,"12,000.00"
Total Investment Amount,"1,715,771.72"
Total Investment Final Value,"4,114,378.67"
Total Investment Profit After Tax,"1,269,709.79"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"6,777.64"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"596,228.09"
Weighted Calculation Converged,Yes
