Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),288
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,332355.68
Extraction Timestamp,20250727_191857
Monthly Income,"12,000.00"
Total Investment Amount,"1,964,272.97"
Total Investment Final Value,"5,014,377.66"
Total Investment Profit After Tax,"1,630,089.31"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"5,955.29"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"491,726.94"
Weighted Calculation Converged,Yes
