Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),192
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,529723.40
Extraction Timestamp,20250727_185942
Monthly Income,"12,000.00"
Total Investment Amount,"372,018.68"
Total Investment Final Value,"700,762.11"
Total Investment Profit After Tax,"165,467.89"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"10,007.08"
Weighted Cost (should be ~0),-0.65
Weighted Investment Profit,"931,980.67"
Weighted Calculation Converged,Yes
