Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,819178.91
Extraction Timestamp,20250729_012654
Monthly Income,"12,000.00"
Total Investment Amount,"2,108,204.14"
Total Investment Final Value,"7,833,694.56"
Total Investment Profit After Tax,"3,223,352.73"
Effective Annual Return After Tax,3.96%
Weighted Monthly Payment (30 years),"7,229.61"
Weighted Cost (should be ~0),0.71
Weighted Investment Profit,"1,211,796.58"
Weighted Calculation Converged,Yes
