Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,498525.29
Extraction Timestamp,20250729_030114
Monthly Income,"12,000.00"
Total Investment Amount,"2,522,732.96"
Total Investment Final Value,"9,039,567.83"
Total Investment Profit After Tax,"3,660,082.68"
Effective Annual Return After Tax,3.84%
Weighted Monthly Payment (30 years),"5,690.59"
Weighted Cost (should be ~0),0.23
Weighted Investment Profit,"797,267.27"
Weighted Calculation Converged,Yes
