Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),336
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,529669.84
Extraction Timestamp,20250727_173631
Monthly Income,"12,000.00"
Total Investment Amount,"1,657,673.93"
Total Investment Final Value,"5,812,851.76"
Total Investment Profit After Tax,"2,312,261.67"
Effective Annual Return After Tax,4.05%
Weighted Monthly Payment (30 years),"8,261.34"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"1,374,325.98"
Weighted Calculation Converged,Yes
