Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),144
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,349058.14
Extraction Timestamp,20250727_193447
Monthly Income,"12,000.00"
Total Investment Amount,"302,859.80"
Total Investment Final Value,"420,976.27"
Total Investment Profit After Tax,"56,132.70"
Effective Annual Return After Tax,2.39%
Weighted Monthly Payment (30 years),"8,478.70"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"425,140.15"
Weighted Calculation Converged,Yes
