Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),144
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,328117.48
Extraction Timestamp,20250727_164553
Monthly Income,"12,000.00"
Total Investment Amount,"268,853.91"
Total Investment Final Value,"386,904.67"
Total Investment Profit After Tax,"56,505.40"
Effective Annual Return After Tax,2.65%
Weighted Monthly Payment (30 years),"8,624.47"
Weighted Cost (should be ~0),0.54
Weighted Investment Profit,"459,146.63"
Weighted Calculation Converged,Yes
