Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),120
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,119424.83
Extraction Timestamp,20250727_224628
Monthly Income,"12,000.00"
Total Investment Amount,"241,058.02"
Total Investment Final Value,"344,498.77"
Total Investment Profit After Tax,"49,109.82"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"7,360.15"
Weighted Cost (should be ~0),0.64
Weighted Investment Profit,"198,942.62"
Weighted Calculation Converged,Yes
