Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),252
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,806821.68
Extraction Timestamp,20250728_000633
Monthly Income,"12,000.00"
Total Investment Amount,"685,657.58"
Total Investment Final Value,"1,585,370.19"
Total Investment Profit After Tax,"471,920.52"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"10,754.85"
Weighted Cost (should be ~0),-0.99
Weighted Investment Profit,"1,338,341.43"
Weighted Calculation Converged,Yes
