Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),348
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,1016971.17
Extraction Timestamp,20250727_190848
Monthly Income,"12,000.00"
Total Investment Amount,"1,509,898.30"
Total Investment Final Value,"5,022,031.76"
Total Investment Profit After Tax,"1,957,736.61"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"10,027.37"
Weighted Cost (should be ~0),-0.61
Weighted Investment Profit,"1,666,101.09"
Weighted Calculation Converged,Yes
