Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),348
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,611625.15
Extraction Timestamp,20250727_180759
Monthly Income,"12,000.00"
Total Investment Amount,"2,094,872.10"
Total Investment Final Value,"6,907,862.96"
Total Investment Profit After Tax,"2,678,229.81"
Effective Annual Return After Tax,3.70%
Weighted Monthly Payment (30 years),"7,491.06"
Weighted Cost (should be ~0),0.18
Weighted Investment Profit,"1,081,128.08"
Weighted Calculation Converged,Yes
