Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),204
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,371417.77
Extraction Timestamp,20250727_152233
Monthly Income,"12,000.00"
Total Investment Amount,"829,485.17"
Total Investment Final Value,"1,577,806.12"
Total Investment Profit After Tax,"378,162.34"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"7,974.36"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"618,514.94"
Weighted Calculation Converged,Yes
