Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),312
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,476588.90
Extraction Timestamp,20250727_173538
Monthly Income,"12,000.00"
Total Investment Amount,"1,507,402.22"
Total Investment Final Value,"4,767,954.75"
Total Investment Profit After Tax,"1,786,779.46"
Effective Annual Return After Tax,3.99%
Weighted Monthly Payment (30 years),"8,238.14"
Weighted Cost (should be ~0),-0.53
Weighted Investment Profit,"1,236,597.24"
Weighted Calculation Converged,Yes
