Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),300
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,695224.19
Extraction Timestamp,20250728_094849
Monthly Income,"12,000.00"
Total Investment Amount,"1,738,088.70"
Total Investment Final Value,"4,391,632.74"
Total Investment Profit After Tax,"1,421,968.82"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"7,929.00"
Weighted Cost (should be ~0),0.49
Weighted Investment Profit,"861,911.80"
Weighted Calculation Converged,Yes
