Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),252
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,668979.48
Extraction Timestamp,20250727_190252
Monthly Income,"12,000.00"
Total Investment Amount,"928,012.34"
Total Investment Final Value,"2,102,982.65"
Total Investment Profit After Tax,"614,553.58"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"9,552.01"
Weighted Cost (should be ~0),-0.60
Weighted Investment Profit,"1,095,987.06"
Weighted Calculation Converged,Yes
