Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,268989.46
Extraction Timestamp,20250727_162313
Monthly Income,"12,000.00"
Total Investment Amount,"742,254.90"
Total Investment Final Value,"1,288,477.57"
Total Investment Profit After Tax,"271,007.68"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"7,385.18"
Weighted Cost (should be ~0),-0.81
Weighted Investment Profit,"417,744.29"
Weighted Calculation Converged,Yes
