Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),168
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,441579.21
Extraction Timestamp,20250727_191638
Monthly Income,"12,000.00"
Total Investment Amount,"436,394.33"
Total Investment Final Value,"672,583.41"
Total Investment Profit After Tax,"114,947.60"
Effective Annual Return After Tax,2.71%
Weighted Monthly Payment (30 years),"8,853.42"
Weighted Cost (should be ~0),-0.35
Weighted Investment Profit,"579,605.31"
Weighted Calculation Converged,Yes
