Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),276
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,643559.91
Extraction Timestamp,20250727_182813
Monthly Income,"12,000.00"
Total Investment Amount,"1,397,918.37"
Total Investment Final Value,"3,324,014.45"
Total Investment Profit After Tax,"1,019,191.46"
Effective Annual Return After Tax,3.35%
Weighted Monthly Payment (30 years),"8,371.65"
Weighted Cost (should be ~0),-0.84
Weighted Investment Profit,"914,080.79"
Weighted Calculation Converged,Yes
