Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),216
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,520864.04
Extraction Timestamp,20250728_110343
Monthly Income,"12,000.00"
Total Investment Amount,"922,503.46"
Total Investment Final Value,"1,722,968.46"
Total Investment Profit After Tax,"405,124.16"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"8,330.21"
Weighted Cost (should be ~0),0.92
Weighted Investment Profit,"669,497.46"
Weighted Calculation Converged,Yes
