Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,453503.00
Extraction Timestamp,20250727_191803
Monthly Income,"12,000.00"
Total Investment Amount,"389,968.11"
Total Investment Final Value,"684,473.96"
Total Investment Profit After Tax,"146,451.93"
Effective Annual Return After Tax,3.31%
Weighted Monthly Payment (30 years),"9,445.34"
Weighted Cost (should be ~0),-0.82
Weighted Investment Profit,"770,031.07"
Weighted Calculation Converged,Yes
