Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.75
Loan Term (months),132
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,333357.19
Extraction Timestamp,20250727_183529
Monthly Income,"12,000.00"
Total Investment Amount,"184,305.60"
Total Investment Final Value,"233,182.65"
Total Investment Profit After Tax,"22,659.42"
Effective Annual Return After Tax,1.86%
Weighted Monthly Payment (30 years),"8,649.77"
Weighted Cost (should be ~0),-0.92
Weighted Investment Profit,"402,856.97"
Weighted Calculation Converged,Yes
