Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),240
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,478478.57
Extraction Timestamp,20250727_224833
Monthly Income,"12,000.00"
Total Investment Amount,"1,103,094.04"
Total Investment Final Value,"2,376,578.73"
Total Investment Profit After Tax,"659,769.82"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"8,151.57"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"776,905.97"
Weighted Calculation Converged,Yes
