Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,396879.53
Extraction Timestamp,20250728_092941
Monthly Income,"12,000.00"
Total Investment Amount,"683,810.66"
Total Investment Final Value,"1,122,558.01"
Total Investment Profit After Tax,"216,110.51"
Effective Annual Return After Tax,2.90%
Weighted Monthly Payment (30 years),"7,970.56"
Weighted Cost (should be ~0),-0.03
Weighted Investment Profit,"476,189.31"
Weighted Calculation Converged,Yes
