Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),264
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,271993.30
Extraction Timestamp,20250727_223842
Monthly Income,"12,000.00"
Total Investment Amount,"1,751,088.53"
Total Investment Final Value,"4,112,758.93"
Total Investment Profit After Tax,"1,242,919.35"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"5,882.00"
Weighted Cost (should be ~0),-0.01
Weighted Investment Profit,"416,911.46"
Weighted Calculation Converged,Yes
