Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),240
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,691712.36
Extraction Timestamp,20250727_184250
Monthly Income,"12,000.00"
Total Investment Amount,"689,200.09"
Total Investment Final Value,"1,539,425.77"
Total Investment Profit After Tax,"442,478.72"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"10,235.16"
Weighted Cost (should be ~0),-0.54
Weighted Investment Profit,"1,190,799.36"
Weighted Calculation Converged,Yes
