Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),252
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,479505.55
Extraction Timestamp,20250727_182348
Monthly Income,"12,000.00"
Total Investment Amount,"1,066,383.38"
Total Investment Final Value,"2,532,023.02"
Total Investment Profit After Tax,"769,330.20"
Effective Annual Return After Tax,3.68%
Weighted Monthly Payment (30 years),"8,586.95"
Weighted Cost (should be ~0),0.69
Weighted Investment Profit,"957,617.31"
Weighted Calculation Converged,Yes
