Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,571899.05
Extraction Timestamp,20250727_171902
Monthly Income,"12,000.00"
Total Investment Amount,"1,881,558.45"
Total Investment Final Value,"7,191,309.22"
Total Investment Profit After Tax,"2,995,732.34"
Effective Annual Return After Tax,4.05%
Weighted Monthly Payment (30 years),"8,052.84"
Weighted Cost (should be ~0),0.49
Weighted Investment Profit,"1,438,442.04"
Weighted Calculation Converged,Yes
