Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),120
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,338079.62
Extraction Timestamp,20250727_224946
Monthly Income,"12,000.00"
Total Investment Amount,"4,635.41"
Total Investment Final Value,"4,829.03"
Total Investment Profit After Tax,84.75
Effective Annual Return After Tax,0.35%
Weighted Monthly Payment (30 years),"9,719.05"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"517,909.23"
Weighted Calculation Converged,Yes
