Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),180
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,351755.45
Extraction Timestamp,20250727_181934
Monthly Income,"12,000.00"
Total Investment Amount,"659,488.91"
Total Investment Final Value,"1,119,439.23"
Total Investment Profit After Tax,"227,618.40"
Effective Annual Return After Tax,3.11%
Weighted Monthly Payment (30 years),"7,966.01"
Weighted Cost (should be ~0),-0.28
Weighted Investment Profit,"500,510.81"
Weighted Calculation Converged,Yes
