Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),300
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,834269.02
Extraction Timestamp,20250727_173957
Monthly Income,"12,000.00"
Total Investment Amount,"1,599,043.86"
Total Investment Final Value,"3,922,127.37"
Total Investment Profit After Tax,"1,241,121.55"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"8,739.91"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"1,000,955.98"
Weighted Calculation Converged,Yes
