Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),312
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,614081.86
Extraction Timestamp,20250727_192522
Monthly Income,"12,000.00"
Total Investment Amount,"1,853,995.19"
Total Investment Final Value,"5,099,513.69"
Total Investment Profit After Tax,"1,759,653.92"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"7,582.81"
Weighted Cost (should be ~0),-0.99
Weighted Investment Profit,"890,003.81"
Weighted Calculation Converged,Yes
