Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),168
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,428969.19
Extraction Timestamp,20250727_195551
Monthly Income,"12,000.00"
Total Investment Amount,"244,995.58"
Total Investment Final Value,"425,879.26"
Total Investment Profit After Tax,"89,499.94"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"9,752.67"
Weighted Cost (should be ~0),0.21
Weighted Investment Profit,"771,004.63"
Weighted Calculation Converged,Yes
