Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),132
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,213308.50
Extraction Timestamp,20250727_162204
Monthly Income,"12,000.00"
Total Investment Amount,"218,645.04"
Total Investment Final Value,"323,604.69"
Total Investment Profit After Tax,"50,277.22"
Effective Annual Return After Tax,3.13%
Weighted Monthly Payment (30 years),"8,209.22"
Weighted Cost (should be ~0),0.95
Weighted Investment Profit,"365,355.91"
Weighted Calculation Converged,Yes
