Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),264
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,654315.50
Extraction Timestamp,20250727_194208
Monthly Income,"12,000.00"
Total Investment Amount,"1,006,252.46"
Total Investment Final Value,"2,459,480.68"
Total Investment Profit After Tax,"768,338.21"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"9,474.59"
Weighted Cost (should be ~0),0.76
Weighted Investment Profit,"1,161,748.30"
Weighted Calculation Converged,Yes
