Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),300
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,456347.06
Extraction Timestamp,20250727_184311
Monthly Income,"12,000.00"
Total Investment Amount,"1,809,610.85"
Total Investment Final Value,"4,918,144.16"
Total Investment Profit After Tax,"1,677,279.44"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"7,059.81"
Weighted Cost (should be ~0),0.46
Weighted Investment Profit,"790,389.61"
Weighted Calculation Converged,Yes
