Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),192
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,310832.21
Extraction Timestamp,20250727_152208
Monthly Income,"12,000.00"
Total Investment Amount,"833,550.66"
Total Investment Final Value,"1,501,324.94"
Total Investment Profit After Tax,"334,044.53"
Effective Annual Return After Tax,3.25%
Weighted Monthly Payment (30 years),"7,458.84"
Weighted Cost (should be ~0),-0.34
Weighted Investment Profit,"470,449.00"
Weighted Calculation Converged,Yes
