Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),348
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,655846.73
Extraction Timestamp,20250727_184828
Monthly Income,"12,000.00"
Total Investment Amount,"2,323,595.80"
Total Investment Final Value,"7,196,356.00"
Total Investment Profit After Tax,"2,696,878.03"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"7,041.78"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"852,403.97"
Weighted Calculation Converged,Yes
