Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),288
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,362215.98
Extraction Timestamp,20250728_085541
Monthly Income,"12,000.00"
Total Investment Amount,"1,775,617.26"
Total Investment Final Value,"4,652,009.53"
Total Investment Profit After Tax,"1,541,020.25"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"6,662.06"
Weighted Cost (should be ~0),0.41
Weighted Investment Profit,"680,383.15"
Weighted Calculation Converged,Yes
