Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),312
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,603232.51
Extraction Timestamp,20250727_173820
Monthly Income,"12,000.00"
Total Investment Amount,"1,625,000.47"
Total Investment Final Value,"4,745,694.07"
Total Investment Profit After Tax,"1,700,917.15"
Effective Annual Return After Tax,3.70%
Weighted Monthly Payment (30 years),"8,213.81"
Weighted Cost (should be ~0),0.54
Weighted Investment Profit,"1,119,000.07"
Weighted Calculation Converged,Yes
