Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),276
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,666299.27
Extraction Timestamp,20250728_101513
Monthly Income,"12,000.00"
Total Investment Amount,"1,406,192.25"
Total Investment Final Value,"3,302,877.65"
Total Investment Profit After Tax,"1,002,329.95"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"8,405.96"
Weighted Cost (should be ~0),-0.13
Weighted Investment Profit,"905,807.61"
Weighted Calculation Converged,Yes
