Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),132
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,323261.68
Extraction Timestamp,20250727_195335
Monthly Income,"12,000.00"
Total Investment Amount,"6,252.35"
Total Investment Final Value,"10,229.13"
Total Investment Profit After Tax,"1,961.87"
Effective Annual Return After Tax,3.95%
Weighted Monthly Payment (30 years),"9,672.38"
Weighted Cost (should be ~0),0.99
Weighted Investment Profit,"581,012.85"
Weighted Calculation Converged,Yes
