Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),300
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,451895.72
Extraction Timestamp,20250727_155302
Monthly Income,"12,000.00"
Total Investment Amount,"1,981,417.16"
Total Investment Final Value,"5,213,267.15"
Total Investment Profit After Tax,"1,738,451.54"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"6,509.91"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"618,582.61"
Weighted Calculation Converged,Yes
